label,occurrences,files,functions,callbacks_sample,flags,source_sample
📎 Вставить,5,src/bot/bot.js,getBot | renderAdminDmTemplateView | renderAdminDmTemplates,a:adm_ph|r:umsg_free|id:${…}|f:${…}|p:${…} | a:adm_ph|r:umsg|id:${…}|f:${…}|p:${…} | a:adm_ph|r:tpl_list|p:${…} | a:adm_ph|r:tpl_view|tid:${…}|p:${…},,src/bot/bot.js:20583; src/bot/bot.js:31620; src/bot/bot.js:31765; src/bot/bot.js:39731; src/bot/bot.js:39763
📝 Заметка,5,src/bot/bot.js,renderAdminDmTemplateView | renderAdminUserCard | renderLeadView,a:lead_note|id:${…}|w:${…}|s:${…}|p:${…}${…} | a:adm_unote|id:${…}|f:${…}|p:${…},,src/bot/bot.js:12413; src/bot/bot.js:12423; src/bot/bot.js:39927; src/bot/bot.js:39932; src/bot/bot.js:40697
📝 Заявки,5,src/bot/bot.js,acceptBrandApplication | bxBrandMenuKb | mainMenuBrandKb | renderBrandAppView | renderHomeHub,a:brand_apps|ws:0|s:new|p:0 | a:brand_apps|ws:${…}|s:new|p:0 | a:brand_apps|ws:0|s:${…}|p:${…},,src/bot/bot.js:3608; src/bot/bot.js:4154; src/bot/bot.js:6243; src/bot/bot.js:13784; src/bot/bot.js:14564
📨 Открыть заявку,5,api/qstash/monetization-retry.js | src/bot/bot.js,notifyReplyKb | processOrphanedAutohealBatch,a:brand_app_card|id:${…} | a:brand_app_view|id:${…}|s:in_progress|p:0 | a:brand_app_view|id:${…}|s:new|p:0,,src/bot/bot.js:2295; src/bot/bot.js:2297; api/qstash/monetization-retry.js:428; api/qstash/monetization-retry.js:450; api/qstash/monetization-retry.js:462
📰 Лента креаторов,5,src/bot/bot.js,bxBrandMenuKb | getBot | mainMenuBrandKb,a:bx_feed|ws:0|p:0|h:mm | a:bx_feed|ws:${…}|p:0|h:bo,,src/bot/bot.js:3601; src/bot/bot.js:6236; src/bot/bot.js:23129; src/bot/bot.js:23150; src/bot/bot.js:23200
🔁 Сменить бренд,5,src/bot/bot.js,mainMenuBrandKb | renderBrandAppsList | renderBrandDealView | renderBrandDealsList | renderBxInbox,a:bm_pick_brand|ret:menu | a:bm_pick_brand|ret:brand_apps|ws:0|p:0 | a:bm_pick_brand|ret:brand_deals|ws:0|p:0 | a:bm_pick_brand|ret:bx_inbox|ws:${…}|p:${…}|h:${…},,src/bot/bot.js:3627; src/bot/bot.js:13387; src/bot/bot.js:13478; src/bot/bot.js:13629; src/bot/bot.js:17809
🧹 Сброс,5,src/bot/bot.js,renderAdminAudit | renderAdminUsers | renderBrandCollabTypesPicker | renderBrandGoalsTagsPicker | renderBrandReqTagsPicker,a:brand_gt_clear${…} | a:brand_rt_clear${…} | a:brand_ty_clear${…} | a:aud_reset|h:${…} | a:admin_users_reset|f:${…}|p:0,destructive_or_reset,src/bot/bot.js:6905; src/bot/bot.js:6939; src/bot/bot.js:6988; src/bot/bot.js:40393; src/bot/bot.js:40586
${…} ${…},4,src/bot/bot.js,renderBrandBudgetBucketPicker | renderBrandCollabTypesPicker | renderBrandGoalsTagsPicker | renderBrandReqTagsPicker,a:brand_bb_set${…}|k:${…} | a:brand_gt_t${…}|k:${…} | a:brand_rt_t${…}|k:${…} | a:brand_ty_t${…}|k:${…},,src/bot/bot.js:6868; src/bot/bot.js:6902; src/bot/bot.js:6936; src/bot/bot.js:6984
${…}${…},4,src/bot/bot.js,brandDirMultiPickKb | renderBmPickBrand | renderProfileMatchingPick | renderWsProfileVerticals,a:bms|u:${…}|rt:${…}|w:${…}|p:${…}|h:${…}|r:${…} | a:bd_mt|k:${…}|v:${…}|p:${…} | a:pm_tog|ws:${…}|t:${…}|k:${…} | a:ws_prof_vert_t|ws:${…}|v:${…},,src/bot/bot.js:3783; src/bot/bot.js:7471; src/bot/bot.js:9519; src/bot/bot.js:11403
♻️ Сбросить,4,src/bot/bot.js,brandDirFiltersKb | bxFiltersKb | bxSmartKb | getBot,a:bd_freset|p:0 | a:bx_freset|ws:${…}|p:${…}|h:${…}|r:${…} | a:bx_smart_reset|ws:${…}|h:${…} | a:admin_umsg_tpl_reset|p:${…},destructive_or_reset,src/bot/bot.js:7388; src/bot/bot.js:8478; src/bot/bot.js:15733; src/bot/bot.js:32338
✅ Закрыть,4,src/bot/bot.js,bxThreadKb | getBot | renderLeadView,a:bx_thread_close_q|ws:${…}|t:${…}|p:${…}|b:${…}${…}|h:${…} | a:lead_set|id:${…}|st:cl|w:${…}|s:${…}|p:${…}${…} | a:bx_thread_close_do|ws:${…}|t:${…}${…},,src/bot/bot.js:8627; src/bot/bot.js:12410; src/bot/bot.js:12430; src/bot/bot.js:34578
🎁 Обменять,4,src/bot/bot.js,inviteKeyboardMarkup | renderInviteHistoryKeyboard | renderInvitePerformanceKeyboard | renderInvitePointsKeyboard,a:share_rewards,,src/bot/bot.js:3004; src/bot/bot.js:3064; src/bot/bot.js:3125; src/bot/bot.js:3149
🎛 Фильтры креаторов,4,src/bot/bot.js,bxBrandMenuKb | bxFeedNavKb | bxSmartKb | mainMenuBrandKb,a:bx_filters|ws:0|p:0|h:mm|r:mm | a:bx_filters|ws:${…}|p:0|h:bo|r:bo | a:bx_filters|ws:${…}|p:${…}|h:${…}|r:bf | a:bx_filters|ws:${…}|p:0|h:${…}|r:bs,,src/bot/bot.js:3602; src/bot/bot.js:6237; src/bot/bot.js:8663; src/bot/bot.js:15731
🎯 Smart Matching (подбор офферов),4,src/bot/bot.js | src/bot/payments/starsHandlers.js,getBot | registerStarsPaymentsHandlers | renderBrandPaywall | renderBrandPlan,a:match_home|ws:${…} | a:match_home|ws:${…}|ret:bp|bpr:${…},mixed_language,src/bot/bot.js:17713; src/bot/bot.js:18135; src/bot/bot.js:30261; src/bot/payments/starsHandlers.js:346
🏷 Для брендов,4,src/bot/bot.js,getBot | mainMenuKb,a:bx_open|ws:0,,src/bot/bot.js:3452; src/bot/bot.js:3454; src/bot/bot.js:24426; src/bot/bot.js:28510
👁 Превью,4,src/bot/bot.js,bxMediaKb | gwConfirmKb | gwMediaKb | renderBxView,a:gw_preview|ws:${…} | a:bx_media_preview|ws:${…}|o:${…}|back:${…}|p:${…},,src/bot/bot.js:8797; src/bot/bot.js:8810; src/bot/bot.js:16043; src/bot/bot.js:16200
👑 Админка,4,src/bot/bot.js | src/bot/opsAlerts.js,flushOpsAlerts | onboardingKb | renderCreatorCurrentMenu | renderHomeHub,a:admin_home,,src/bot/bot.js:4163; src/bot/bot.js:4366; src/bot/bot.js:4490; src/bot/opsAlerts.js:237
📁 Все папки,4,src/bot/bot.js,getBot,a:folders_home|ws:${…},,src/bot/bot.js:21524; src/bot/bot.js:21586; src/bot/bot.js:21624; src/bot/bot.js:21661
📁 Открыть папку,4,src/bot/bot.js,getBot,a:folder_open|ws:${…}|f:${…},,src/bot/bot.js:21522; src/bot/bot.js:21584; src/bot/bot.js:21622; src/bot/bot.js:21659
📣 Актуальное объявление,4,src/bot/bot.js,mainMenuBrandKb | mainMenuCreatorCurrentKb | mainMenuCreatorKb | renderHomeHub,a:notice,,src/bot/bot.js:3519; src/bot/bot.js:3578; src/bot/bot.js:3638; src/bot/bot.js:4166
🔄 Сбросить ввод,4,src/bot/bot.js,brandAppReplyRecoveryKb | creatorBrandAppChatRecoveryKb | getBot | kbStatelessFallback,s:reset_input,destructive_or_reset,src/bot/bot.js:4774; src/bot/bot.js:12854; src/bot/bot.js:13055; src/bot/bot.js:24894
🔎 Поиск,4,src/bot/bot.js,getBot | renderAdminAudit | renderAdminUsers | renderBrandDealsList,a:brand_deals_search|ws:0|st:${…}|p:${…} | a:pm_home|ws:0 | a:aud_search|h:${…} | a:admin_users_search|f:${…},,src/bot/bot.js:13489; src/bot/bot.js:25098; src/bot/bot.js:40392; src/bot/bot.js:40585
🔥 Founder Sale,4,src/bot/bot.js,mainMenuBrandKb | mainMenuCreatorKb | renderAdminSystem | renderHomeHub,a:founder|ret:menu | a:founder|ret:home | a:admin_founder,english_or_internal_term,src/bot/bot.js:3502; src/bot/bot.js:3618; src/bot/bot.js:4143; src/bot/bot.js:38909
🧭 Быстрый старт,4,src/bot/bot.js,getBot,a:guide,,src/bot/bot.js:24423; src/bot/bot.js:24457; src/bot/bot.js:25439; src/bot/bot.js:25571
🪟 Открыть бренд,4,src/bot/bot.js,creatorBrandAppChatRecoveryKb | creatorBrandAppNoticeKb | kbBrandAppAcceptedMore | renderBrandAppCardForCreator,,,src/bot/bot.js:4600; src/bot/bot.js:13050; src/bot/bot.js:13160; src/bot/bot.js:14957
${…}/${…},3,src/bot/bot.js,bxPickKb | renderAdminDmTemplateView | renderAdminDmTemplates,a:nop | a:admin_umsg_tpls|p:${…},,src/bot/bot.js:8523; src/bot/bot.js:39726; src/bot/bot.js:39833
⋯ Ещё действия,3,src/bot/bot.js,kbBrandAppAcceptedDone | kbBrandApplyDone | kbBxPubDone,a:more|k:bx_pub_done|ws:${…}|o:${…}|p:${…}|back:${…} | a:more|k:brand_apply_done|u:${…}|p:${…}|inb:${…} | a:more|k:brand_app_accepted|id:${…}|u:${…},,src/bot/bot.js:4550; src/bot/bot.js:4571; src/bot/bot.js:4592
⏳ В работе,3,src/bot/bot.js,forwardSupportUserFollowup | getBot,a:adm_support_qr|k:wip|tg:${…}|uid:${…}${…},,src/bot/bot.js:1235; src/bot/bot.js:19808; src/bot/bot.js:20303
⚪ Без «Что дальше»,3,src/bot/bot.js,getBot,a:adm_umsg_send|tk:${…}|f:${…}|p:${…}|wn:0 | a:adm_umsg_send|tk:${…}|f:all|p:0|wn:0,,src/bot/bot.js:20579; src/bot/bot.js:31761; src/bot/bot.js:32231
⛔ Подтвердить,3,src/bot/bot.js,getBot,a:adm_gift_revoke_do|t:${…}|u:${…} | a:adm_gift_revoke_batch|tk:${…} | a:adm_urevoke_do|id:${…}|t:${…}|f:${…}|p:${…},,src/bot/bot.js:20405; src/bot/bot.js:20411; src/bot/bot.js:31381
⛔ Спам ${…},3,src/bot/bot.js,brandAppsTabsKb | curatorInboxTabsKb | leadListTabsKb,a:ws_leads|w:${…}|s:sp|p:0${…} | a:cur_inbox|s:sp|p:0|af:${…} | a:brand_apps|ws:0|s:spam|p:0,,src/bot/bot.js:11955; src/bot/bot.js:12120; src/bot/bot.js:13237
✅ Без спонсоров (соло),3,src/bot/bot.js,getBot | gwSponsorsOptionalKb,a:gw_sponsors_skip|ws:${…},,src/bot/bot.js:8772; src/bot/bot.js:36714; src/bot/bot.js:36751
✅ Закрыты ${…},3,src/bot/bot.js,brandAppsTabsKb | curatorInboxTabsKb | leadListTabsKb,a:ws_leads|w:${…}|s:cl|p:0${…} | a:cur_inbox|s:cl|p:0|af:${…} | a:brand_apps|ws:0|s:closed|p:0,,src/bot/bot.js:11954; src/bot/bot.js:12119; src/bot/bot.js:13236
✅ Подтвердить,3,src/bot/bot.js,getBot,a:adm_gift_do|t:${…}|u:${…} | a:adm_gift_batch|tk:${…} | a:cur_gw_check_do|ws:${…}|i:${…},,src/bot/bot.js:20365; src/bot/bot.js:20372; src/bot/bot.js:26608
✅ Понятно,3,src/bot/bot.js,maybeSendSystemNotice | renderHomeHub | sendAdminMessageToUser,a:usr_ack|src:admmsg | a:home_hint_ack,,src/bot/bot.js:1699; src/bot/bot.js:4169; src/bot/bot.js:40934
✅ Принято,3,src/bot/bot.js,forwardSupportUserFollowup | getBot,a:adm_support_qr|k:ack|tg:${…}|uid:${…}${…},,src/bot/bot.js:1231; src/bot/bot.js:19804; src/bot/bot.js:20299
✅ Сделали,3,src/bot/bot.js,forwardSupportUserFollowup | getBot,a:adm_support_qr|k:done|tg:${…}|uid:${…}${…},,src/bot/bot.js:1234; src/bot/bot.js:19807; src/bot/bot.js:20302
✉️ Написать,3,src/bot/bot.js,renderAdminDmTemplateView | renderAdminUserCard | sendAdminMessageToUser,a:adm_umsg|id:${…}|f:all|p:0 | a:adm_umsg|id:${…}|f:${…}|p:${…},,src/bot/bot.js:39921; src/bot/bot.js:40696; src/bot/bot.js:40980
✍️ Ввести списком,3,src/bot/bot.js,getBot | gwSponsorsOptionalKb,a:gw_sponsors_enter|ws:${…},,src/bot/bot.js:8774; src/bot/bot.js:36716; src/bot/bot.js:36753
✍️ Ещё ответ,3,src/bot/bot.js,getBot,a:adm_support_reply|tg:${…}|uid:${…}${…},,src/bot/bot.js:20072; src/bot/bot.js:20467; src/bot/bot.js:32044
✍️ Написать заявку,3,src/bot/bot.js,renderBrandApply | renderBrandApplyPreview | sendBrandApplyDraft,a:brand_apply_write|u:${…}|p:${…},,src/bot/bot.js:7842; src/bot/bot.js:7873; src/bot/bot.js:7902
❓ Нужны детали,3,src/bot/bot.js,forwardSupportUserFollowup | getBot,a:adm_support_qr|k:need|tg:${…}|uid:${…}${…},,src/bot/bot.js:1232; src/bot/bot.js:19805; src/bot/bot.js:20300
➕ Добавить по @username,3,src/bot/bot.js,brandTeamKb | renderCuratorList | renderWsEditors,a:cur_add_username|ws:${…} | a:bm_add_username|ws:${…}|ret:${…} | a:ws_editor_add_username|ws:${…},mixed_language,src/bot/bot.js:5602; src/bot/bot.js:5978; src/bot/bot.js:15463
🆕 Новые ${…},3,src/bot/bot.js,brandAppsTabsKb | curatorInboxTabsKb | leadListTabsKb,a:ws_leads|w:${…}|s:n|p:0${…} | a:cur_inbox|s:n|p:0|af:${…} | a:brand_apps|ws:0|s:new|p:0,,src/bot/bot.js:11951; src/bot/bot.js:12116; src/bot/bot.js:13233
🎁 Открыть конкурс,3,src/bot/bot.js | src/bot/gwNotify.js,notifyGiveawayEnded | notifyGiveawayWinnersReady | renderCuratorGiveawayOwnerNotifySend,a:gw_open|i:${…},,src/bot/bot.js:19090; src/bot/gwNotify.js:43; src/bot/gwNotify.js:109
🎯 Цели: ${…},3,src/bot/bot.js,bxFiltersKb | bxOfferTagsKb | bxOfferWizTagsHomeKb,a:bx_otpick|ws:${…}|k:goals | a:bx_wtagpick|ws:${…}|k:goals | a:bx_mpick|ws:${…}|k:goals|p:${…}|h:${…}|r:${…},,src/bot/bot.js:8172; src/bot/bot.js:8339; src/bot/bot.js:8473
🏷 Я бренд,3,src/bot/bot.js,bxBrandOnlyNoticeKb | getBot | onboardingKb,a:onb_brand | a:ui_mode_set|m:brand|ret:menu,,src/bot/bot.js:4484; src/bot/bot.js:15641; src/bot/bot.js:25111
👤 Профиль канала,3,src/bot/bot.js,getBot | wsSettingsKb,a:ws_profile|ws:${…},,src/bot/bot.js:5423; src/bot/bot.js:5430; src/bot/bot.js:28623
👥 Editors,3,src/bot/bot.js,foldersHomeKb | getBot,a:ws_editors|ws:${…},,src/bot/bot.js:15348; src/bot/bot.js:15353; src/bot/bot.js:21706
💬 В работе ${…},3,src/bot/bot.js,brandAppsTabsKb | curatorInboxTabsKb | leadListTabsKb,a:ws_leads|w:${…}|s:ip|p:0${…} | a:cur_inbox|s:ip|p:0|af:${…} | a:brand_apps|ws:0|s:in_progress|p:0,,src/bot/bot.js:11952; src/bot/bot.js:12117; src/bot/bot.js:13234
💬 Открыть диалог,3,api/qstash/monetization-retry.js | src/bot/bot.js,getBot | processOrphanedAutohealBatch,a:bx_thread|ws:${…}|t:${…}|p:0|b:inbox|h:${…} | a:bx_thread|ws:${…}|t:${…}|p:${…}|b:${…}${…}|h:${…} | a:bx_thread|ws:${…}|t:${…}|p:0|b:inbox|o:${…}|h:menu,,src/bot/bot.js:23315; src/bot/bot.js:23338; api/qstash/monetization-retry.js:791
📁 ${…} (${…}),3,src/bot/bot.js,foldersHomeKb | getBot,a:folder_open|ws:${…}|f:${…} | a:bx_partner_folder_set|ws:${…}|o:${…}|f:${…} | a:gw_sponsors_use_folder|ws:${…}|f:${…},,src/bot/bot.js:15359; src/bot/bot.js:35999; src/bot/bot.js:36174
📁 Из папки,3,src/bot/bot.js,getBot | gwSponsorsOptionalKb,a:gw_sponsors_from_folder|ws:${…},,src/bot/bot.js:8776; src/bot/bot.js:36718; src/bot/bot.js:36755
📎 Требования: ${…},3,src/bot/bot.js,bxFiltersKb | bxOfferTagsKb | bxOfferWizTagsHomeKb,a:bx_otpick|ws:${…}|k:req | a:bx_wtagpick|ws:${…}|k:req | a:bx_mpick|ws:${…}|k:req|p:${…}|h:${…}|r:${…},,src/bot/bot.js:8173; src/bot/bot.js:8341; src/bot/bot.js:8475
📝 Заметки,3,src/bot/bot.js,curatorGwKb | getBot,a:cur_gw_note_q|ws:${…}|i:${…} | a:lead_notes|id:${…}|w:${…}|n:${…}|s:${…}|p:${…}${…},,src/bot/bot.js:18869; src/bot/bot.js:22146; src/bot/bot.js:22171
📣 Напомнить проверить,3,src/bot/bot.js,curatorGwKb | gwOpenKb | renderGwStats,a:gw_remind_q|i:${…} | a:cur_gw_remind_q|ws:${…}|i:${…},,src/bot/bot.js:8897; src/bot/bot.js:18627; src/bot/bot.js:18871
📣 Офиц.канал,3,src/bot/bot.js,renderBxPublicView | renderBxView,a:off_manage|ws:${…}|o:${…}|p:${…}|back:${…},,src/bot/bot.js:16204; src/bot/bot.js:16220; src/bot/bot.js:16517
📤 Outbox,3,src/bot/bot.js,getBot | renderAdminComms,a:admin_outbox|p:0,english_or_internal_term,src/bot/bot.js:20647; src/bot/bot.js:31625; src/bot/bot.js:38530
📨 Мои заявки,3,src/bot/bot.js,mainMenuCreatorCurrentKb | mainMenuCreatorKb | renderHomeHub,a:my_apps|p:0,,src/bot/bot.js:3495; src/bot/bot.js:3568; src/bot/bot.js:4157
🔁 Переключить режим,3,src/bot/bot.js,getBot | renderVerifyHome,,,src/bot/bot.js:23488; src/bot/bot.js:28563; src/bot/bot.js:37598
🔎 #${…},3,src/bot/bot.js | src/bot/cron.js,broadcastTick | getBot | renderBxFeed,a:bx_pub|ws:${…}|o:${…}|p:${…}|h:${…} | a:bx_pub|ws:${…}|o:${…}|p:0|h:bo | a:bc_view|id:${…},,src/bot/bot.js:15918; src/bot/bot.js:23148; src/bot/cron.js:1747
🔎 Открыть,3,src/bot/bot.js,getBot | kbBxPubDone | kbBxPubMore,a:bx_view|ws:${…}|o:${…}|back:${…}|p:${…} | a:lead_view|id:${…}|ws:${…}|s:new|p:0,,src/bot/bot.js:4548; src/bot/bot.js:4560; src/bot/bot.js:21836
🔎 Поиск креаторов,3,src/bot/bot.js,bxBrandMenuKb | getBot | mainMenuBrandKb,a:pm_home|ws:0 | a:pm_home|ws:${…},,src/bot/bot.js:3605; src/bot/bot.js:6240; src/bot/bot.js:24209
🔥 Featured,3,src/bot/bot.js | src/bot/payments/starsHandlers.js,getBot | registerStarsPaymentsHandlers | renderBrandPlan,a:feat_home|ws:${…}|ret:bp|bpr:${…},english_or_internal_term,src/bot/bot.js:18136; src/bot/bot.js:30349; src/bot/payments/starsHandlers.js:402
🗄 В архив,3,src/bot/bot.js,renderBxView,a:bx_del_q|ws:${…}|o:${…}|p:${…},,src/bot/bot.js:16228; src/bot/bot.js:16232; src/bot/bot.js:16235
🗑 ${…},3,src/bot/bot.js,brandManagersListKb | curListKb | renderAdminModerators,a:bm_rm_q|ws:0|u:${…} | a:cur_rm_q|ws:${…}|u:${…} | a:admin_mod_rm|uid:${…},,src/bot/bot.js:6150; src/bot/bot.js:6195; src/bot/bot.js:40276
🚀 Опубликовать,3,src/bot/bot.js,getBot,,,src/bot/bot.js:20816; src/bot/bot.js:20905; src/bot/bot.js:20959
🚀 Подключить ещё,3,src/bot/bot.js,renderWsInactiveList | renderWsList,a:setup,,src/bot/bot.js:9124; src/bot/bot.js:9141; src/bot/bot.js:9169
🛡 Модерация,3,src/bot/bot.js,onboardingKb | renderCreatorCurrentMenu | renderHomeHub,a:mod_home,,src/bot/bot.js:4162; src/bot/bot.js:4365; src/bot/bot.js:4489
🤝 Бартер,3,src/bot/bot.js,bxCompKb | gwNewStepPrizeKb | renderBrandDealTemplates,a:bx_comp|ws:${…}|p:barter | a:gw_prize|ws:${…}|t:barter | a:brand_deal_tpl|id:${…}|k:barter|b:${…}|p:${…}${…},,src/bot/bot.js:8155; src/bot/bot.js:8672; src/bot/bot.js:14043
🧑‍💼 Я менеджер бренда,3,src/bot/bot.js,getBot | mainMenuBrandKb,a:bm_home,,src/bot/bot.js:3622; src/bot/bot.js:24206; src/bot/bot.js:29517
🧭 Помощь,3,src/bot/bot.js,brandAppReplyRecoveryKb | creatorBrandAppChatRecoveryKb | kbStatelessFallback,s:help,,src/bot/bot.js:4773; src/bot/bot.js:12853; src/bot/bot.js:13054
🧭 Что такое спонсоры?,3,src/bot/bot.js,getBot | gwSponsorsOptionalKb,a:gw_sponsors_help|ws:${…},,src/bot/bot.js:8778; src/bot/bot.js:36720; src/bot/bot.js:36757
🧾 История,3,src/bot/bot.js,wsDisconnectedKb | wsSettingsKb,a:ws_history|ws:${…},,src/bot/bot.js:5426; src/bot/bot.js:5431; src/bot/bot.js:5456
🪟 Витрина,3,api/qstash/monetization-retry.js,processOrphanedAutohealBatch,a:wsp_open|ws:${…} | a:wsp_open|ws:${…}|m:ro,,api/qstash/monetization-retry.js:542; api/qstash/monetization-retry.js:579; api/qstash/monetization-retry.js:607
tg:${…},2,src/bot/bot.js,renderAdminHardSkipHits | renderAdminHardSkipHome,a:hs_view|tg:${…},,src/bot/bot.js:39366; src/bot/bot.js:39454
Категория: ${…},2,src/bot/bot.js,brandDirFiltersKb | bxFiltersKb,a:bd_fpick|k:cat|p:${…} | a:bx_fpick|ws:${…}|k:cat|rp:${…}|pg:0|h:${…}|r:${…},,src/bot/bot.js:7377; src/bot/bot.js:8469
Оплата: ${…},2,src/bot/bot.js,brandDirFiltersKb | bxFiltersKb,a:bd_fpick|k:comp|p:${…} | a:bx_fpick|ws:${…}|k:comp|rp:${…}|pg:0|h:${…}|r:${…},,src/bot/bot.js:7380; src/bot/bot.js:8472
Формат: ${…},2,src/bot/bot.js,brandDirFiltersKb | bxFiltersKb,a:bd_fpick|k:type|p:${…} | a:bx_fpick|ws:${…}|k:type|rp:${…}|pg:0|h:${…}|r:${…},,src/bot/bot.js:7378; src/bot/bot.js:8470
⏭ Пропустить,2,src/bot/bot.js,bxOfferTagsKb | gwMediaKb,a:bx_otskip|ws:${…} | a:gw_media_skip|ws:${…},,src/bot/bot.js:8175; src/bot/bot.js:8817
⏸ Пауза,2,src/bot/bot.js,renderBroadcastView | renderBxView,a:bx_pause|ws:${…}|o:${…},,src/bot/bot.js:16227; src/bot/bot.js:38186
⚡ ${…},2,src/bot/bot.js,renderBroadcastSimpleButtonPicker,,,src/bot/bot.js:37860; src/bot/bot.js:37861
⛔ Ещё забрать,2,src/bot/bot.js,getBot,a:adm_gift_revoke,destructive_or_reset,src/bot/bot.js:31153; src/bot/bot.js:31197
⛔ Забрать PRO,2,src/bot/bot.js,getBot | renderAdminUserCard,a:adm_gift_revoke_input|t:pro | a:adm_urevoke_q|id:${…}|t:pro|f:${…}|p:${…},mixed_language | destructive_or_reset,src/bot/bot.js:30944; src/bot/bot.js:40716
✅ Send,2,src/bot/bot.js,renderBroadcastPreview | renderBroadcastSimpleComposer,,,src/bot/bot.js:37934; src/bot/bot.js:38063
✅ Включено: осталось ${…} в этом месяце,2,src/bot/bot.js,renderFeaturedHome | renderMatchingHome,,long_button,src/bot/bot.js:18263; src/bot/bot.js:18320
"✅ Да, удалить",2,src/bot/bot.js,getBot,a:acc_del_do | a:gw_del_do|i:${…}|ws:${…},destructive_or_reset,src/bot/bot.js:25467; src/bot/bot.js:36274
✅ Опубликовать,2,src/bot/bot.js,notifyOfficialQueueAdmins | renderBxOfferPreviewStep,a:bx_publish|ws:${…} | a:off_pub|ws:${…}|o:${…}|p:0,,src/bot/bot.js:8436; src/bot/bot.js:16624
✅ Принять,2,src/bot/bot.js,renderBrandAppView | renderLeadView,a:lead_tpl_send|id:${…}|k:discuss|w:${…}|s:${…}|p:${…}${…} | a:brand_app_accept|id:${…}|s:${…}|p:${…},,src/bot/bot.js:12419; src/bot/bot.js:13788
✅ Удалить,2,src/bot/bot.js,brandManagerRemoveConfirmKb | getBot,a:bm_rm_ok|ws:0|u:${…} | a:ws_editor_rm_do|ws:${…}|u:${…},destructive_or_reset,src/bot/bot.js:6158; src/bot/bot.js:35967
✉️ Ещё сообщение,2,src/bot/bot.js,sendAdminMessageToUser,,,src/bot/bot.js:40999; src/bot/bot.js:41001
✨ PRO Креатор (${…}д),2,src/bot/bot.js,getBot,a:adm_gift_input|t:pro | a:adm_ugift_do|id:${…}|t:pro|f:${…}|p:${…},mixed_language,src/bot/bot.js:30921; src/bot/bot.js:31339
✨ Расширенный,2,src/bot/bot.js,renderBrandProfileHome,a:brand_profile_more${…},,src/bot/bot.js:6765; src/bot/bot.js:6781
❌ Выйти из канала,2,src/bot/bot.js,curatorWsKb | renderCuratorWorkspace,a:cur_leave_q|ws:${…},,src/bot/bot.js:18793; src/bot/bot.js:18810
❌ Снять пин,2,src/bot/bot.js,getBot | renderWsProPinPick,a:ws_pro_pin_clear|ws:${…},,src/bot/bot.js:15292; src/bot/bot.js:30430
➕ Новая папка,2,src/bot/bot.js,foldersHomeKb,a:folder_new|ws:${…},,src/bot/bot.js:15347; src/bot/bot.js:15351
➕ Новый розыгрыш,2,src/bot/bot.js,renderGwList | wsMenuKb,a:gw_new|ws:${…},,src/bot/bot.js:5401; src/bot/bot.js:18457
➡️ Дальше,2,src/bot/bot.js,gwSponsorsReviewKb | renderAdminSupportList,a:gw_sponsors_next|ws:${…} | a:admin_support_list|s:${…}|p:${…},,src/bot/bot.js:8790; src/bot/bot.js:38682
⬅️ Founder Sale,2,src/bot/bot.js,renderAdminFounderLinks | renderAdminFounderTexts,a:admin_founder,english_or_internal_term,src/bot/bot.js:40063; src/bot/bot.js:40152
⬅️ Активные,2,src/bot/bot.js,renderWsInactiveList,a:ws_list,,src/bot/bot.js:9160; src/bot/bot.js:9169
⬅️ Аудит,2,src/bot/bot.js,getBot | sendAdminAuditExport,a:aud|h:${…}|p:0,,src/bot/bot.js:32892; src/bot/bot.js:40468
⬅️ В меню,2,src/bot/bot.js,getBot | renderSetupInstructions,a:menu,,src/bot/bot.js:19476; src/bot/bot.js:26151
⬅️ К меню,2,src/bot/bot.js,renderWsInactiveList | renderWsList,a:menu,,src/bot/bot.js:9142; src/bot/bot.js:9170
⬅️ Назад к витрине,2,src/bot/bot.js,getBot,a:wsp_open|ws:${…},,src/bot/bot.js:21755; src/bot/bot.js:21857
⬆️ Поднять,2,src/bot/bot.js,kbBxPubMore | renderBxView,a:bx_bump|ws:${…}|o:${…}|p:${…}|back:${…} | a:bx_bump|ws:${…}|o:${…},,src/bot/bot.js:4559; src/bot/bot.js:16196
⭐️ Brand Plan Старт (${…}д),2,src/bot/bot.js,getBot,a:adm_gift_input|t:bp_start | a:adm_ugift_do|id:${…}|t:bp_start|f:${…}|p:${…},mixed_language,src/bot/bot.js:30917; src/bot/bot.js:31337
🆘 Поддержка,2,src/bot/bot.js,renderAdminComms | renderAdminHome,a:admin_support,,src/bot/bot.js:38271; src/bot/bot.js:38531
🎁 Ещё подарить,2,src/bot/bot.js,getBot,a:adm_gift,,src/bot/bot.js:31101; src/bot/bot.js:31251
🎁 Конкурс,2,src/bot/bot.js,getBot,a:bc_tpl_gw,,src/bot/bot.js:21117; src/bot/bot.js:32552
🎁 Подарить подписку,2,src/bot/bot.js,renderAdminSystem | renderAdminUserCard,a:adm_gift | a:adm_ugift|id:${…}|f:${…}|p:${…},,src/bot/bot.js:38914; src/bot/bot.js:40700
🎛 Фильтры,2,src/bot/bot.js,getBot | renderHomeHub,a:bx_filters|ws:0|p:0|h:mm|r:mm,,src/bot/bot.js:4155; src/bot/bot.js:25090
